,Data e hora protocolo_Atuado,Valor_Atuado,Data e hora protocolo_Desatuado,Valor_Desatuado,Timespan
0,2023-09-29 10:47:31.810,1,2023-09-29 10:49:17.427,0,0 days 00:01:45.617000
1,2023-09-29 10:50:49.859,1,2023-09-29 10:52:08.060,0,0 days 00:01:18.201000
2,2023-09-29 10:52:42.599,1,2023-09-29 10:53:15.091,0,0 days 00:00:32.492000
3,2023-09-29 11:11:30.966,1,2023-09-29 11:12:17.674,0,0 days 00:00:46.708000
4,2023-09-29 11:29:00.117,1,2023-09-29 11:30:06.133,0,0 days 00:01:06.016000
5,2023-10-05 09:12:46.105,1,2023-10-05 09:13:28.752,0,0 days 00:00:42.647000
6,2023-10-05 09:19:02.894,1,2023-10-05 09:19:54.695,0,0 days 00:00:51.801000
7,2023-10-05 09:21:50.481,1,2023-10-05 09:22:11.805,0,0 days 00:00:21.324000
8,2023-10-05 09:22:57.513,1,2023-10-05 09:23:34.083,0,0 days 00:00:36.570000
9,2023-10-05 09:23:45.252,1,2023-10-05 09:23:48.298,0,0 days 00:00:03.046000
10,2023-10-05 09:23:52.360,1,2023-10-05 09:23:55.406,0,0 days 00:00:03.046000
11,2023-10-05 09:24:47.207,1,2023-10-05 09:24:56.345,0,0 days 00:00:09.138000
12,2023-10-05 09:25:20.715,1,2023-10-05 09:25:25.792,0,0 days 00:00:05.077000
13,2023-10-05 09:25:29.853,1,2023-10-05 09:25:34.930,0,0 days 00:00:05.077000
14,2023-10-05 09:25:55.254,1,2023-10-05 09:27:00.254,0,0 days 00:01:05
15,2023-10-05 09:30:32.519,1,2023-10-05 09:31:56.812,0,0 days 00:01:24.293000
16,2023-10-05 10:01:25.034,1,2023-10-05 10:01:58.542,0,0 days 00:00:33.508000
17,2023-10-05 10:02:03.619,1,2023-10-05 10:03:08.620,0,0 days 00:01:05.001000
18,2023-10-05 10:12:38.396,1,2023-10-05 10:14:48.398,0,0 days 00:02:10.002000
19,2023-10-06 10:06:36.636,1,2023-10-06 10:07:07.098,0,0 days 00:00:30.462000
20,2023-10-06 11:23:31.678,1,2023-10-06 11:24:07.217,0,0 days 00:00:35.539000
21,2023-10-06 11:24:52.925,1,2023-10-06 11:25:29.495,0,0 days 00:00:36.570000
22,2023-10-06 11:45:06.602,1,2023-10-06 11:45:46.218,0,0 days 00:00:39.616000
23,2023-10-06 12:09:34.205,1,2023-10-06 12:11:10.683,0,0 days 00:01:36.478000
24,2023-10-06 12:12:08.576,1,2023-10-06 12:12:57.331,0,0 days 00:00:48.755000
25,2023-10-06 12:13:52.162,1,2023-10-06 12:15:31.702,0,0 days 00:01:39.540000
26,2023-10-06 12:15:43.886,1,2023-10-06 12:16:03.179,0,0 days 00:00:19.293000
27,2023-10-06 12:58:39.518,1,2023-10-06 12:59:06.934,0,0 days 00:00:27.416000
28,2023-10-06 13:12:01.867,1,2023-10-06 13:12:20.144,0,0 days 00:00:18.277000
29,2023-10-08 11:13:50.384,1,2023-10-08 11:15:43.108,0,0 days 00:01:52.724000
30,2023-10-08 12:11:48.919,1,2023-10-08 12:12:46.812,0,0 days 00:00:57.893000
31,2023-10-08 12:13:07.119,1,2023-10-08 12:13:47.751,0,0 days 00:00:40.632000
32,2023-10-08 12:14:33.459,1,2023-10-08 12:14:50.721,0,0 days 00:00:17.262000
33,2023-10-08 12:15:01.890,1,2023-10-08 12:16:30.245,0,0 days 00:01:28.355000
34,2023-10-08 12:45:22.912,1,2023-10-08 12:46:45.175,0,0 days 00:01:22.263000
35,2023-10-08 12:47:13.606,1,2023-10-08 12:47:20.714,0,0 days 00:00:07.108000
36,2023-10-08 12:47:27.837,1,2023-10-08 12:48:26.730,0,0 days 00:00:58.893000
37,2023-10-08 12:49:27.669,1,2023-10-08 12:50:51.978,0,0 days 00:01:24.309000
38,2023-10-08 12:52:46.733,1,2023-10-08 12:53:45.641,0,0 days 00:00:58.908000
39,2023-10-08 12:57:43.306,1,2023-10-08 12:58:01.583,0,0 days 00:00:18.277000
40,2023-10-08 13:31:57.931,1,2023-10-08 13:32:44.655,0,0 days 00:00:46.724000
41,2023-10-10 09:03:57.074,1,2023-10-10 09:04:31.597,0,0 days 00:00:34.523000
42,2023-10-10 09:05:15.275,1,2023-10-10 09:05:56.906,0,0 days 00:00:41.631000
43,2023-10-10 09:07:15.123,1,2023-10-10 09:07:51.677,0,0 days 00:00:36.554000
44,2023-10-10 09:11:20.879,1,2023-10-10 09:12:25.880,0,0 days 00:01:05.001000
45,2023-10-10 09:12:41.111,1,2023-10-10 09:12:54.326,0,0 days 00:00:13.215000
46,2023-10-10 09:57:08.175,1,2023-10-10 09:57:36.606,0,0 days 00:00:28.431000
47,2023-10-10 09:59:08.022,1,2023-10-10 09:59:20.207,0,0 days 00:00:12.185000
48,2023-10-10 09:59:26.300,1,2023-10-10 10:00:00.823,0,0 days 00:00:34.523000
49,2023-10-10 10:00:19.116,1,2023-10-10 10:00:29.270,0,0 days 00:00:10.154000
50,2023-10-10 11:35:23.925,1,2023-10-10 11:36:08.618,0,0 days 00:00:44.693000
51,2023-10-10 12:03:59.331,1,2023-10-10 12:04:32.839,0,0 days 00:00:33.508000
52,2023-10-10 12:04:36.901,1,2023-10-10 12:05:03.301,0,0 days 00:00:26.400000
53,2023-10-10 12:06:06.271,1,2023-10-10 12:06:17.440,0,0 days 00:00:11.169000
54,2023-10-10 12:07:00.102,1,2023-10-10 12:07:58.995,0,0 days 00:00:58.893000
55,2023-10-10 12:26:37.209,1,2023-10-10 12:27:25.964,0,0 days 00:00:48.755000
56,2023-10-10 12:28:14.718,1,2023-10-10 12:28:39.088,0,0 days 00:00:24.370000
57,2023-10-10 12:29:11.596,1,2023-10-10 12:29:19.719,0,0 days 00:00:08.123000
58,2023-10-10 12:29:37.996,1,2023-10-10 12:30:27.766,0,0 days 00:00:49.770000
59,2023-10-10 12:30:50.105,1,2023-10-10 12:31:41.905,0,0 days 00:00:51.800000
60,2023-10-10 12:32:38.783,1,2023-10-10 12:33:05.183,0,0 days 00:00:26.400000
61,2023-10-10 12:33:17.368,1,2023-10-10 12:33:25.507,0,0 days 00:00:08.139000
62,2023-10-10 12:33:30.584,1,2023-10-10 12:33:53.938,0,0 days 00:00:23.354000
63,2023-10-10 12:45:48.947,1,2023-10-10 12:46:32.609,0,0 days 00:00:43.662000
64,2023-10-10 12:52:42.306,1,2023-10-10 12:53:12.783,0,0 days 00:00:30.477000
65,2023-10-10 13:16:03.877,1,2023-10-10 13:16:47.555,0,0 days 00:00:43.678000
66,2023-10-10 14:02:39.928,1,2023-10-10 14:02:56.174,0,0 days 00:00:16.246000
67,2023-10-11 11:55:23.206,1,2023-10-11 11:57:56.577,0,0 days 00:02:33.371000
68,2023-10-11 12:00:52.271,1,2023-10-11 12:02:15.565,0,0 days 00:01:23.294000
69,2023-10-11 12:02:51.103,1,2023-10-11 12:05:18.367,0,0 days 00:02:27.264000
70,2023-10-11 12:05:22.428,1,2023-10-11 12:05:30.567,0,0 days 00:00:08.139000
71,2023-10-11 12:05:40.721,1,2023-10-11 12:06:03.060,0,0 days 00:00:22.339000
72,2023-10-11 12:06:17.275,1,2023-10-11 12:06:40.645,0,0 days 00:00:23.370000
73,2023-10-11 12:06:43.691,1,2023-10-11 12:07:17.199,0,0 days 00:00:33.508000
74,2023-10-11 12:07:20.245,1,2023-10-11 12:07:35.476,0,0 days 00:00:15.231000
75,2023-10-11 12:15:03.358,1,2023-10-11 12:15:59.221,0,0 days 00:00:55.863000
76,2023-10-11 12:16:02.267,1,2023-10-11 12:18:46.807,0,0 days 00:02:44.540000
77,2023-10-11 12:18:52.900,1,2023-10-11 12:18:57.977,0,0 days 00:00:05.077000
78,2023-10-11 12:19:18.284,1,2023-10-11 12:19:22.346,0,0 days 00:00:04.062000
79,2023-10-13 09:26:55.711,1,2023-10-13 09:27:35.327,0,0 days 00:00:39.616000
80,2023-10-13 11:03:58.335,1,2023-10-13 11:05:33.814,0,0 days 00:01:35.479000
81,2023-10-13 11:09:57.878,1,2023-10-13 11:10:07.017,0,0 days 00:00:09.139000
82,2023-10-13 11:27:19.922,1,2023-10-13 11:29:06.554,0,0 days 00:01:46.632000
83,2023-10-13 11:33:44.849,1,2023-10-13 11:34:55.943,0,0 days 00:01:11.094000
84,2023-10-13 11:37:19.144,1,2023-10-13 11:37:56.714,0,0 days 00:00:37.570000
85,2023-10-13 11:39:51.484,1,2023-10-13 11:41:32.040,0,0 days 00:01:40.556000
86,2023-10-13 11:41:35.086,1,2023-10-13 11:41:57.424,0,0 days 00:00:22.338000
87,2023-10-13 11:42:58.364,1,2023-10-13 11:43:38.979,0,0 days 00:00:40.615000
88,2023-10-13 11:45:37.812,1,2023-10-13 11:46:03.212,0,0 days 00:00:25.400000
89,2023-10-13 11:49:01.953,1,2023-10-13 11:49:31.415,0,0 days 00:00:29.462000
90,2023-10-13 11:50:50.631,1,2023-10-13 11:51:00.785,0,0 days 00:00:10.154000
91,2023-10-13 12:09:41.013,1,2023-10-13 12:10:11.491,0,0 days 00:00:30.478000
92,2023-10-13 12:10:58.199,1,2023-10-13 12:11:16.492,0,0 days 00:00:18.293000
93,2023-10-13 12:12:28.600,1,2023-10-13 12:13:04.139,0,0 days 00:00:35.539000
94,2023-10-13 12:13:09.216,1,2023-10-13 12:13:15.308,0,0 days 00:00:06.092000
95,2023-10-16 07:36:52.580,1,2023-10-16 07:37:35.226,0,0 days 00:00:42.646000
96,2023-10-16 07:37:55.550,1,2023-10-16 07:38:08.750,0,0 days 00:00:13.200000
97,2023-10-16 07:42:56.169,1,2023-10-16 07:43:11.400,0,0 days 00:00:15.231000
98,2023-10-16 07:48:26.250,1,2023-10-16 07:49:17.035,0,0 days 00:00:50.785000
99,2023-10-16 07:49:40.389,1,2023-10-16 07:49:50.543,0,0 days 00:00:10.154000
100,2023-10-16 07:51:45.314,1,2023-10-16 07:52:07.668,0,0 days 00:00:22.354000
101,2023-10-16 07:55:31.809,1,2023-10-16 07:56:12.425,0,0 days 00:00:40.616000
102,2023-10-16 07:56:43.918,1,2023-10-16 07:57:13.364,0,0 days 00:00:29.446000
103,2023-10-16 08:49:41.835,1,2023-10-16 08:50:38.712,0,0 days 00:00:56.877000
104,2023-10-16 08:51:30.497,1,2023-10-16 08:52:04.021,0,0 days 00:00:33.524000
105,2023-10-16 09:18:15.210,1,2023-10-16 09:18:56.841,0,0 days 00:00:41.631000
106,2023-10-16 09:21:23.089,1,2023-10-16 09:21:28.182,0,0 days 00:00:05.093000
107,2023-10-16 09:22:03.721,1,2023-10-16 09:22:12.859,0,0 days 00:00:09.138000
108,2023-10-16 09:22:34.198,1,2023-10-16 09:22:48.414,0,0 days 00:00:14.216000
109,2023-10-16 09:23:14.814,1,2023-10-16 09:23:20.906,0,0 days 00:00:06.092000
110,2023-10-16 09:23:26.998,1,2023-10-16 09:24:05.599,0,0 days 00:00:38.601000
111,2023-10-16 09:24:12.707,1,2023-10-16 09:25:16.692,0,0 days 00:01:03.985000
112,2023-10-16 09:25:28.877,1,2023-10-16 09:25:40.046,0,0 days 00:00:11.169000
113,2023-10-16 09:26:08.493,1,2023-10-16 09:26:59.278,0,0 days 00:00:50.785000
114,2023-10-16 09:27:15.525,1,2023-10-16 09:27:48.017,0,0 days 00:00:32.492000
115,2023-10-16 09:30:04.111,1,2023-10-16 09:30:50.835,0,0 days 00:00:46.724000
116,2023-10-16 09:31:11.143,1,2023-10-16 09:31:51.774,0,0 days 00:00:40.631000
117,2023-10-16 09:32:33.421,1,2023-10-16 09:32:59.821,0,0 days 00:00:26.400000
118,2023-10-16 09:40:53.104,1,2023-10-16 09:41:34.751,0,0 days 00:00:41.647000
119,2023-10-16 09:47:38.340,1,2023-10-16 09:48:24.048,0,0 days 00:00:45.708000
120,2023-10-16 09:49:01.633,1,2023-10-16 09:49:08.741,0,0 days 00:00:07.108000
121,2023-10-16 09:55:54.992,1,2023-10-16 09:56:53.901,0,0 days 00:00:58.909000
122,2023-10-16 09:58:37.487,1,2023-10-16 09:59:23.195,0,0 days 00:00:45.708000
123,2023-10-16 09:59:27.257,1,2023-10-16 10:00:52.565,0,0 days 00:01:25.308000
124,2023-10-16 10:02:00.612,1,2023-10-16 10:02:42.259,0,0 days 00:00:41.647000
125,2023-10-16 10:03:14.752,1,2023-10-16 10:03:19.844,0,0 days 00:00:05.092000
126,2023-10-16 10:03:40.152,1,2023-10-16 10:04:02.491,0,0 days 00:00:22.339000
127,2023-10-16 10:05:20.692,1,2023-10-16 10:05:31.877,0,0 days 00:00:11.185000
128,2023-10-16 10:05:44.061,1,2023-10-16 10:06:08.431,0,0 days 00:00:24.370000
129,2023-10-16 10:06:12.492,1,2023-10-16 10:08:16.402,0,0 days 00:02:03.910000
130,2023-10-16 10:08:21.479,1,2023-10-16 10:08:26.556,0,0 days 00:00:05.077000
131,2023-10-16 10:09:15.310,1,2023-10-16 10:09:25.464,0,0 days 00:00:10.154000
132,2023-10-16 10:11:50.681,1,2023-10-16 10:11:56.773,0,0 days 00:00:06.092000
133,2023-10-16 10:12:04.896,1,2023-10-16 10:12:24.205,0,0 days 00:00:19.309000
134,2023-10-16 10:12:33.343,1,2023-10-16 10:12:37.405,0,0 days 00:00:04.062000
135,2023-10-16 10:13:23.113,1,2023-10-16 10:13:26.159,0,0 days 00:00:03.046000
136,2023-10-16 10:13:45.452,1,2023-10-16 10:13:50.529,0,0 days 00:00:05.077000
137,2023-10-16 10:14:42.329,1,2023-10-16 10:15:23.960,0,0 days 00:00:41.631000
138,2023-10-16 10:15:34.130,1,2023-10-16 10:15:39.207,0,0 days 00:00:05.077000
139,2023-10-16 10:27:59.601,1,2023-10-16 10:29:17.802,0,0 days 00:01:18.201000
140,2023-10-16 10:29:42.171,1,2023-10-16 10:30:14.679,0,0 days 00:00:32.508000
141,2023-10-16 10:30:29.910,1,2023-10-16 10:30:46.157,0,0 days 00:00:16.247000
142,2023-10-16 10:33:12.420,1,2023-10-16 10:33:28.666,0,0 days 00:00:16.246000
143,2023-10-16 10:33:31.713,1,2023-10-16 10:34:04.205,0,0 days 00:00:32.492000
144,2023-10-16 10:34:51.944,1,2023-10-16 10:36:39.607,0,0 days 00:01:47.663000
145,2023-10-16 10:38:27.255,1,2023-10-16 10:40:58.595,0,0 days 00:02:31.340000
146,2023-10-16 10:45:25.706,1,2023-10-16 10:46:22.584,0,0 days 00:00:56.878000
147,2023-10-16 10:47:09.292,1,2023-10-16 10:47:37.739,0,0 days 00:00:28.447000
148,2023-10-16 10:51:53.680,1,2023-10-16 10:52:12.973,0,0 days 00:00:19.293000
149,2023-10-16 10:52:42.419,1,2023-10-16 10:53:18.989,0,0 days 00:00:36.570000
150,2023-10-16 10:53:53.512,1,2023-10-16 10:56:58.361,0,0 days 00:03:04.849000
151,2023-10-16 10:59:48.994,1,2023-10-16 11:01:12.272,0,0 days 00:01:23.278000
152,2023-10-16 11:01:48.842,1,2023-10-16 11:02:48.765,0,0 days 00:00:59.923000
153,2023-10-16 11:03:44.612,1,2023-10-16 11:04:15.090,0,0 days 00:00:30.478000
154,2023-10-16 11:05:38.367,1,2023-10-16 11:05:42.429,0,0 days 00:00:04.062000
155,2023-10-16 11:06:57.584,1,2023-10-16 11:08:20.877,0,0 days 00:01:23.293000
156,2023-10-16 11:09:12.662,1,2023-10-16 11:10:27.817,0,0 days 00:01:15.155000
157,2023-10-16 11:10:42.048,1,2023-10-16 11:10:46.110,0,0 days 00:00:04.062000
158,2023-10-16 11:12:03.295,1,2023-10-16 11:13:38.758,0,0 days 00:01:35.463000
159,2023-10-16 11:13:51.974,1,2023-10-16 11:17:18.145,0,0 days 00:03:26.171000
160,2023-10-16 11:24:06.427,1,2023-10-16 11:26:03.229,0,0 days 00:01:56.802000
161,2023-10-16 11:28:46.739,1,2023-10-16 11:30:04.940,0,0 days 00:01:18.201000
162,2023-10-16 11:30:45.571,1,2023-10-16 11:32:17.987,0,0 days 00:01:32.416000
163,2023-10-16 11:33:45.342,1,2023-10-16 11:38:30.731,0,0 days 00:04:45.389000
164,2023-10-16 11:39:56.039,1,2023-10-16 11:41:05.102,0,0 days 00:01:09.063000
165,2023-10-16 11:42:42.611,1,2023-10-16 11:43:34.396,0,0 days 00:00:51.785000
166,2023-10-16 11:44:03.858,1,2023-10-16 11:45:33.228,0,0 days 00:01:29.370000
167,2023-10-16 11:45:43.382,1,2023-10-16 11:47:57.445,0,0 days 00:02:14.063000
168,2023-10-16 11:49:15.662,1,2023-10-16 11:50:03.385,0,0 days 00:00:47.723000
169,2023-10-16 11:50:17.616,1,2023-10-16 11:50:53.155,0,0 days 00:00:35.539000
170,2023-10-16 11:51:23.633,1,2023-10-16 11:55:12.143,0,0 days 00:03:48.510000
171,2023-10-16 11:55:41.589,1,2023-10-16 11:56:12.067,0,0 days 00:00:30.478000
172,2023-10-16 11:56:33.390,1,2023-10-16 11:56:56.760,0,0 days 00:00:23.370000
173,2023-10-16 11:59:12.854,1,2023-10-16 12:01:18.794,0,0 days 00:02:05.940000
174,2023-10-16 12:03:18.626,1,2023-10-16 12:03:44.026,0,0 days 00:00:25.400000
175,2023-10-16 12:05:05.273,1,2023-10-16 12:06:12.305,0,0 days 00:01:07.032000
176,2023-10-16 12:07:03.090,1,2023-10-16 12:07:44.722,0,0 days 00:00:41.632000
177,2023-10-16 12:07:51.845,1,2023-10-16 12:07:57.937,0,0 days 00:00:06.092000
178,2023-10-16 12:09:00.907,1,2023-10-16 12:09:32.384,0,0 days 00:00:31.477000
179,2023-10-16 12:10:22.154,1,2023-10-16 12:10:28.247,0,0 days 00:00:06.093000
180,2023-10-16 12:11:38.325,1,2023-10-16 12:12:51.448,0,0 days 00:01:13.123000
181,2023-10-16 12:15:49.189,1,2023-10-16 12:16:54.190,0,0 days 00:01:05.001000
182,2023-10-16 12:18:50.976,1,2023-10-16 12:19:24.500,0,0 days 00:00:33.524000
183,2023-10-16 12:19:34.653,1,2023-10-16 12:21:28.409,0,0 days 00:01:53.756000
184,2023-10-16 12:24:44.427,1,2023-10-16 12:25:54.504,0,0 days 00:01:10.077000
185,2023-10-16 12:26:23.951,1,2023-10-16 12:26:40.213,0,0 days 00:00:16.262000
186,2023-10-16 12:27:01.536,1,2023-10-16 12:32:34.663,0,0 days 00:05:33.127000
187,2023-10-16 12:32:38.725,1,2023-10-16 12:33:49.818,0,0 days 00:01:11.093000
188,2023-10-16 12:33:53.880,1,2023-10-16 12:34:45.680,0,0 days 00:00:51.800000
189,2023-10-16 12:38:45.376,1,2023-10-16 12:44:49.980,0,0 days 00:06:04.604000
190,2023-10-16 12:45:06.226,1,2023-10-16 12:46:11.227,0,0 days 00:01:05.001000
191,2023-10-16 12:46:55.920,1,2023-10-16 12:48:11.075,0,0 days 00:01:15.155000
192,2023-10-16 12:50:15.999,1,2023-10-16 12:50:24.123,0,0 days 00:00:08.124000
193,2023-10-16 12:50:45.446,1,2023-10-16 12:52:00.616,0,0 days 00:01:15.170000
194,2023-10-16 12:56:01.311,1,2023-10-16 12:57:02.251,0,0 days 00:01:00.940000
195,2023-10-16 12:57:22.558,1,2023-10-16 12:57:25.605,0,0 days 00:00:03.047000
196,2023-10-16 12:58:28.575,1,2023-10-16 12:59:50.853,0,0 days 00:01:22.278000
197,2023-10-16 13:06:09.673,1,2023-10-16 13:08:30.859,0,0 days 00:02:21.186000
198,2023-10-16 13:08:34.921,1,2023-10-16 13:11:48.908,0,0 days 00:03:13.987000
199,2023-10-16 13:12:52.893,1,2023-10-16 13:13:01.016,0,0 days 00:00:08.123000
200,2023-10-16 13:14:40.541,1,2023-10-16 13:15:18.126,0,0 days 00:00:37.585000
201,2023-10-16 13:15:23.203,1,2023-10-16 13:15:28.280,0,0 days 00:00:05.077000
202,2023-10-16 13:16:46.481,1,2023-10-16 13:16:53.588,0,0 days 00:00:07.107000
203,2023-10-17 10:16:21.704,1,2023-10-17 10:16:34.904,0,0 days 00:00:13.200000
204,2023-10-17 10:16:43.027,1,2023-10-17 10:16:47.088,0,0 days 00:00:04.061000
205,2023-10-17 10:16:59.273,1,2023-10-17 10:17:05.366,0,0 days 00:00:06.093000
206,2023-10-17 11:07:40.064,1,2023-10-17 11:09:34.835,0,0 days 00:01:54.771000
207,2023-10-17 11:41:38.443,1,2023-10-17 11:43:35.245,0,0 days 00:01:56.802000
208,2023-10-17 11:44:00.630,1,2023-10-17 11:44:11.799,0,0 days 00:00:11.169000
209,2023-10-17 12:09:00.725,1,2023-10-17 12:09:29.156,0,0 days 00:00:28.431000
210,2023-10-17 12:12:31.974,1,2023-10-17 12:12:57.359,0,0 days 00:00:25.385000
211,2023-10-17 12:13:45.098,1,2023-10-17 12:13:48.144,0,0 days 00:00:03.046000
212,2023-10-17 12:17:54.947,1,2023-10-17 12:17:59.009,0,0 days 00:00:04.062000
213,2023-10-17 12:18:11.194,1,2023-10-17 12:18:14.240,0,0 days 00:00:03.046000
214,2023-10-17 12:18:26.425,1,2023-10-17 12:19:11.117,0,0 days 00:00:44.692000
